Changelog Title,Slug,Release Date,Audiences,Main Image,Excerpt,Description,Meta Title,Meta Description,_source_url
Track revenue with tracking categories,track-revenue-with-tracking-categories,2026-03-10T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69b00c603e5c0c33308dd12c_Screenshot%202026-03-10%20at%2012.19.36.png,"<p>You can now use tracking categories in Adfin to<strong> track revenue across different areas of your business</strong> — such as offices, departments, or service teams <strong>📊</strong></p><p>‍</p><p>Tracking categories are <strong>configurable sets of custom fields</strong> that can be applied at the invoice line item level, giving you more granular visibility into where revenue is coming from.</p><p>‍</p><p>When creating an invoice in Adfin, you can simply select a tracking category option for each line item.</p><p>‍</p><p>You can also <strong>set default tracking category options per customer</strong>, so the correct option is automatically preselected whenever you raise an invoice for them.</p><p>‍</p><p>Once set up, you’ll be able to <strong>filter by tracking category options</strong> in both the Payments and Credit control dashboards.</p><p>‍</p><p>If you use Adfin with Xero, you can <strong>sync your existing tracking categories directly from Xero</strong>, including any customer-level default options 🔄</p><p>‍</p><p>👉 You can find this feature in <strong>Invoice settings</strong> → <strong>Tracking categories</strong> ⚙️</p>","<p>You can now use tracking categories in Adfin to<strong> track revenue across different areas of your business</strong> — such as offices, departments, or service teams <strong>📊</strong></p><p>‍</p><p>Tracking categories are <strong>configurable sets of custom fields</strong> that can be applied at the invoice line item level, giving you more granular visibility into where revenue is coming from.</p><p>‍</p><p>When creating an invoice in Adfin, you can simply select a tracking category option for each line item.</p><p>‍</p><p>You can also <strong>set default tracking category options per customer</strong>, so the correct option is automatically preselected whenever you raise an invoice for them.</p><p>‍</p><p>Once set up, you’ll be able to <strong>filter by tracking category options</strong> in both the Payments and Credit control dashboards.</p><p>‍</p><p>If you use Adfin with Xero, you can <strong>sync your existing tracking categories directly from Xero</strong>, including any customer-level default options 🔄</p><p>‍</p><p>👉 You can find this feature in <strong>Invoice settings</strong> → <strong>Tracking categories</strong> ⚙️</p><p>‍</p>",,,https://adfin.com/changelog/track-revenue-with-tracking-categories
Unique invoice numbers,unique-invoice-numbers,2025-01-13T00:00:00Z,Accountants & Bookkeepers,,"<p>To make it easier to manage your invoices on Adfin, we have now enforced unique invoice numbers. </p>","<p id="""">To make it easier to manage and track your invoices on Adfin, we have now enforced unique invoice numbers. </p><p id="""">‍</p><p id="""">If you attempt to upload an invoice which has the same invoice number as an invoice that is already on Adfin, you will receive an error and be prompted to change the invoice number and re-upload the invoice. </p><p id="""">‍</p><p id="""">If you attempt to import an invoice from Xero or QuickBooks with a duplicate invoice number, you will be notified by email that this import has failed. </p>",,,https://adfin.com/changelog/unique-invoice-numbers
Unmark invoices as paid,unmark-invoices-as-paid,2025-09-09T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e54f69d6321e62182a0ce3_Screenshot%202025-10-07%20at%2018.35.11.png,"<p id="""">Made a slip-up? No worries — you can now unmark invoices or payment requests as paid 🙌</p><p>‍</p><p id="""">Just head to the sidebar, find the same spot where you marked it as paid, and click ‘Unmark as paid’ 🔄</p><p>‍</p>","<p id="""">Made a slip-up? No worries — you can now unmark invoices or payment requests as paid 🙌</p><p>‍</p><p id="""">Just head to the sidebar, find the same spot where you marked it as paid, and click ‘Unmark as paid’ 🔄</p><p>‍</p>",,,https://adfin.com/changelog/unmark-invoices-as-paid
Updated settings layout,updated-settings-layout,2025-11-11T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69138006c3975e28b3938fe3_Screenshot%202025-11-11%20at%2018.27.10.png,"<p id=""""><strong id="""">⚙️</strong> All your Adfin account settings are now in one place, with a fresh, more intuitive layout — and you can search to find exactly what you need.</p><p>‍</p><p id="""">👉 Open <strong id="""">Settings</strong> in the sidebar to find everything in one place.</p><p id="""">‍</p>","<p id=""""><strong id="""">⚙️</strong> All your Adfin account settings are now in one place, with a fresh, more intuitive layout — and you can search to find exactly what you need.</p><p>‍</p><p id="""">👉 Open <strong id="""">Settings</strong> in the sidebar to find everything in one place.</p><p>‍</p>",,,https://adfin.com/changelog/updated-settings-layout
Upgraded activities to stay on top of what needs your attention,upgraded-activities-to-stay-on-top-of-what-needs-your-attention,2025-09-30T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e553d6d50bfcb3c0da8155_Screenshot%202025-10-07%20at%2018.54.21.png,"<p id="""">New activities now highlight when something needs action, like when an invoice or payment request isn’t being chased, or if a message fails to deliver 💬</p><p>‍</p><p id="""">You’ll see clear alerts right in your tables, so nothing slips through the cracks 👀</p><p>‍</p><p id="""">👉 Find the activities column in the Accept payments table</p><p>‍</p>","<p id="""">New activities now highlight when something needs action, like when an invoice or payment request isn’t being chased, or if a message fails to deliver 💬</p><p>‍</p><p id="""">You’ll see clear alerts right in your tables, so nothing slips through the cracks 👀</p><p>‍</p><p id="""">👉 Find the activities column in the Accept payments table</p><p>‍</p>",,,https://adfin.com/changelog/upgraded-activities-to-stay-on-top-of-what-needs-your-attention
Upload a CSV file in any format and create up to 200 invoices at a time,upload-invoice-using-any-csv,2025-07-08T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/686becd72aefb391475bb5be_Screenshot%202025-07-07%20at%2016.50.39.png,"<p id="""">We’ve supercharged invoice uploads to make it easier and faster than ever to upload large volumes of invoices. 🚀</p><p id="""">‍</p><h6 id="""">🗂 <strong id="""">What’s new</strong></h6><ul id=""""><li id=""""><strong id="""">More file types:</strong> Upload invoices as PDFs, images, and now CSV/Excel files (in any format!).</li><li id=""""><strong id="""">Automatic invoice generation:</strong> When you upload a CSV, Adfin will create your invoice PDFs automatically. 📄</li><li id=""""><strong id="""">Intelligent capture:</strong> Adfin extracts key information from your invoices so you can review everything before sending. 🧐</li><li id=""""><strong id="""">Bigger batches:</strong> Upload up to <strong id="""">200 invoices in one go</strong>, using a single file type per batch.</li></ul><p id="""">Now you can handle big invoice uploads with less effort and get paid faster. 🎉</p><p id="""">‍</p>","<p id="""">We’ve supercharged invoice uploads to make it easier and faster than ever to upload large volumes of invoices. 🚀</p><p id="""">‍</p><h6 id="""">🗂 <strong id="""">What’s new</strong></h6><ul id=""""><li id=""""><strong id="""">More file types:</strong> Upload invoices as PDFs, images, and now CSV/Excel files (in any format!).</li><li id=""""><strong id="""">Automatic invoice generation:</strong> When you upload a CSV, Adfin will create your invoice PDFs automatically. 📄</li><li id=""""><strong id="""">Intelligent capture:</strong> Adfin extracts key information from your invoices so you can review everything before sending. 🧐</li><li id=""""><strong id="""">Bigger batches:</strong> Upload up to <strong id="""">200 invoices in one go</strong>, using a single file type per batch.</li></ul><p id="""">Now you can handle big invoice uploads with less effort and get paid faster. 🎉</p><p>‍</p>",,,https://adfin.com/changelog/upload-invoice-using-any-csv
Use DSO and days overdue to spot your good and bad payers,view-dso-and-days-overdue-to-spot-your-good-and-bad-payers,2025-12-23T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6968f7ae538ac3a3249c173d_Screenshot%202026-01-15%20at%2014.20.22.png,"<p>Get clearer insight into how your customers pay by adding <strong>Days Sales Outstanding (DSO)</strong> and <strong>days overdue</strong> to your credit control view 📊. It’s an easy way to see who pays on time — and who might need a follow-up ⏱️.</p><p><br>These new columns can be added to your dashboards and viewed at:</p><ul><li><strong>Payment request level</strong>, to track how individual payments are performing</li><li><strong>Customer level</strong>, where:<ul><li><strong>DSO</strong> is averaged across all their payments</li><li><strong>Days overdue</strong> shows the most overdue unpaid invoice 🔔</li></ul></li></ul><p>You’re in control of the setup:</p><ul><li>Use the <strong>cog icon ⚙️ </strong> in the customer or payments view to add the columns</li><li>Save the view as your <strong>default</strong>, so it’s always ready when you are 👀</li></ul><p>‍</p><p>‍</p>","<p>Get clearer insight into how your customers pay by adding <strong>Days Sales Outstanding (DSO)</strong> and <strong>days overdue</strong> to your credit control view 📊. It’s an easy way to see who pays on time — and who might need a follow-up ⏱️.</p><p><br>These new columns can be added to your dashboards and viewed at:</p><ul><li><strong>Payment request level</strong>, to track how individual payments are performing</li><li><strong>Customer level</strong>, where:<ul><li><strong>DSO</strong> is averaged across all their payments</li><li><strong>Days overdue</strong> shows the most overdue unpaid invoice 🔔</li></ul></li></ul><p>You’re in control of the setup:</p><ul><li>Use the <strong>cog icon ⚙️ </strong> in the customer or payments view to add the columns</li><li>Save the view as your <strong>default</strong>, so it’s always ready when you are 👀</li></ul><p>‍</p>",,,https://adfin.com/changelog/view-dso-and-days-overdue-to-spot-your-good-and-bad-payers
Use statements to nudge customers to settle unpaid invoices,use-statements-as-another-reminder-for-customers-to-pay,2026-01-19T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/696e262fbdfa71abcaefed51_Screenshot%202026-01-19%20at%2012.40.06.png,"<p>You can now send <strong>customer statements</strong> from Adfin to help nudge customers to pay what they owe. It’s an easy way to follow up on outstanding balances without sending individual chasers.</p><p>‍</p><p>With Adfin, you can:</p><ul><li>Set a <strong>default statement setup</strong> for your account, with the option to customise it per customer</li><li>Choose <strong>when statements are sent</strong>, on a schedule that works for you ⏰</li><li>Add <strong>rules</strong> so statements only go out when a payment is a certain number of days overdue, or when the outstanding balance is above a set amount</li><li>See a <strong>history of payments</strong>, giving customers clear context on what’s been paid and what’s still due 📄</li></ul><p>Customers can quickly review their outstanding invoices and <strong>pay directly</strong>, making it easier to settle balances in one place 💸</p><p>‍</p><p>You can control how statements are used through your <strong>customer default workflows</strong>, so they fit neatly into your existing credit control process.</p><p>‍</p><p>👉 Head to <strong>Settings → Workflows → Statements</strong> to customise your rules and sending schedule.</p><p>‍</p>","<p>You can now send <strong>customer statements</strong> from Adfin to help nudge customers to pay what they owe. It’s an easy way to follow up on outstanding balances without sending individual chasers.</p><p>‍</p><p>With Adfin, you can:</p><ul><li>Set a <strong>default statement setup</strong> for your account, with the option to customise it per customer</li><li>Choose <strong>when statements are sent</strong>, on a schedule that works for you ⏰</li><li>Add <strong>rules</strong> so statements only go out when a payment is a certain number of days overdue, or when the outstanding balance is above a set amount</li><li>See a <strong>history of payments</strong>, giving customers clear context on what’s been paid and what’s still due 📄</li></ul><p>Customers can quickly review their outstanding invoices and <strong>pay directly</strong>, making it easier to settle balances in one place 💸</p><p>‍</p><p>You can control how statements are used through your <strong>customer default workflows</strong>, so they fit neatly into your existing credit control process.</p><p>‍</p><p>👉 Head to <strong>Settings → Workflows → Statements</strong> to customise your rules and sending schedule.</p><p>‍</p>",,,https://adfin.com/changelog/use-statements-as-another-reminder-for-customers-to-pay
Use the payment portal as a link for any customer to pay an invoice,collect-invoice-payments-from-any-customer-with-the-payment-portal,2026-01-06T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6969043bfe2197590d61ca97_Screenshot%202026-01-15%20at%2015.13.50.png,"<p>You can now collect invoice payments from <strong>any customer</strong> using a single payment portal link. Add it to your website, customer portal, or even your email signature, and customers can pay whenever it suits them ⏰.</p><p>‍</p><p>With Adfin:</p><ul><li>Customers can <strong>retrieve a specific invoice</strong> by entering their name, invoice number, and optionally their postcode 🔎</li><li>They can <strong>view and pay their invoice online in a few clicks</strong> 🔗</li><li>Payments are <strong>automatically applied to the right invoice</strong>, reducing manual work compared to other payment links ⚙️</li></ul><p>The same link works wherever you share it — by email, on your website, or inside your own customer portal.</p><p>‍</p><p>It’s a simpler way to get paid, without creating friction for your customers.</p><p>‍</p><p>👉 You’ll find the <strong>payment portal link</strong> in your <strong>invoice and payment request views</strong>, ready to copy and share.</p><p>‍</p>","<p>You can now collect invoice payments from <strong>any customer</strong> using a single payment portal link. Add it to your website, customer portal, or even your email signature, and customers can pay whenever it suits them ⏰.</p><p>‍</p><p>With Adfin:</p><ul><li>Customers can <strong>retrieve a specific invoice</strong> by entering their name, invoice number, and optionally their postcode 🔎</li><li>They can <strong>view and pay their invoice online in a few clicks</strong> 🔗</li><li>Payments are <strong>automatically applied to the right invoice</strong>, reducing manual work compared to other payment links ⚙️</li></ul><p>The same link works wherever you share it — by email, on your website, or inside your own customer portal.</p><p>‍</p><p>It’s a simpler way to get paid, without creating friction for your customers.</p><p>‍</p><p>👉 You’ll find the <strong>payment portal link</strong> in your <strong>invoice and payment request views</strong>, ready to copy and share.</p><p>‍</p>",,,https://adfin.com/changelog/collect-invoice-payments-from-any-customer-with-the-payment-portal
User roles to control who can do what in Adfin,user-roles-to-control-who-can-do-what-in-adfin,2026-01-06T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/695e1588b9d1e5e18ad6dc86_Screenshot%202026-01-07%20at%2010.12.48.png,"<p>You can now give your team the right level of access in Adfin. Set clear permissions so everyone can do their job, without worrying about accidental changes to your account 🔐</p><p>‍</p><p>There are three roles to choose from:</p><ul><li><strong>Admin</strong> – full access to everything in Adfin, including customers, payments, payouts, invoices, and account settings</li><li><strong>Member</strong> – can view and manage customers, payments, and payouts, and create and send invoices, but can’t view or change account settings</li><li><strong>Viewer</strong> – view-only access to customers, payments, and payouts. No changes, invoices, or settings access 👀</li></ul><p>‍</p><p>You can also deactivate or remove users at any time, making it easy to keep your account tidy as your team changes 🧹</p><p>‍</p><p>👉 Head to <strong>Company settings → Team</strong> to configure and manage roles.</p><p>‍</p>","<p>You can now give your team the right level of access in Adfin. Set clear permissions so everyone can do their job, without worrying about accidental changes to your account 🔐</p><p>‍</p><p>There are three roles to choose from:</p><ul><li><strong>Admin</strong> – full access to everything in Adfin, including customers, payments, payouts, invoices, and account settings</li><li><strong>Member</strong> – can view and manage customers, payments, and payouts, and create and send invoices, but can’t view or change account settings</li><li><strong>Viewer</strong> – view-only access to customers, payments, and payouts. No changes, invoices, or settings access 👀</li></ul><p>‍</p><p>You can also deactivate or remove users at any time, making it easy to keep your account tidy as your team changes 🧹</p><p>‍</p><p>👉 Head to <strong>Company settings → Team</strong> to configure and manage roles.</p><p>‍</p>",,,https://adfin.com/changelog/user-roles-to-control-who-can-do-what-in-adfin
View and edit invoices before sending using review sessions,review-sessions,2025-07-08T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/686bedae2aefb391475c9ece_Screenshot%202025-07-07%20at%2016.54.15.png,"<p id="""">We’ve added a brand new <strong id="""">review sessions</strong> screen to make it easier than ever to check and edit your invoice data before sending. 🎉</p><p id="""">‍</p><h6 id="""">🔎 <strong id="""">What you can do</strong></h6><p id="""">‍</p><p id="""">With review sessions, you can:</p><ul id=""""><li id="""">🧑‍💼 Update or modify customer information</li><li id="""">💰 Edit invoice details like amounts or due dates</li><li id="""">🔢 Change invoice numbers</li></ul><p id="""">‍</p><p id="""">You'll be taken to this screen after you upload invoices to Adfin. You’ll save time and feel confident everything’s correct before hitting send. &nbsp;✅</p><p id="""">‍</p>","<p id="""">We’ve added a brand new <strong id="""">review sessions</strong> screen to make it easier than ever to check and edit your invoice data before sending. 🎉</p><p id="""">‍</p><h6 id="""">🔎 <strong id="""">What you can do</strong></h6><p id="""">‍</p><p id="""">With review sessions, you can:</p><ul id=""""><li id="""">🧑‍💼 Update or modify customer information</li><li id="""">💰 Edit invoice details like amounts or due dates</li><li id="""">🔢 Change invoice numbers</li></ul><p id="""">‍</p><p id="""">You'll be taken to this screen after you upload invoices to Adfin. You’ll save time and feel confident everything’s correct before hitting send. &nbsp;✅</p><p id="""">‍</p>",,,https://adfin.com/changelog/review-sessions
"View customer updates, direct debit mandate requests and add notes",customer-log-to-view-direct-debit-mandate-activity-and-updates,2025-06-03T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/683ee8390d822830eb357b9a_Screenshot%202025-06-03%20at%2015.18.34.png,"<p id="""">We've added a customer activity log so you can see exactly what has been going on with your customers. </p><p id="""">‍</p><p id="""">Click on a customer and select ""activity"" to view what communications have been sent to the customer for direct debit mandates and any other relevant updates. </p><p>‍</p><p>You can also now add, edit, and delete notes, to help you and the team stay up to date with what is happening with a customer. </p>","<p id="""">We've added a customer activity log so you can see exactly what has been going on with your customers. </p><p id="""">‍</p><p id="""">Click on a customer and select ""activity"" to view what communications have been sent to the customer for direct debit mandates and any other relevant updates. </p><p id="""">‍</p><p id="""">You can also now add, edit, and delete notes, to help you and the team stay up to date with what is happening with a customer. </p><p>‍</p>",,,
View upcoming workflow steps for an invoice,preview-the-next-workflow-steps-for-an-invoice,2025-01-27T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/67a0c15991ed54163503403e_Screenshot%202025-02-03%20at%2013.14.55.png,"<p id="""">Click on an invoice and select the log to view the future workflow steps.</p>","<p id="""">Click on an invoice and select the log to view the future workflow steps.</p><p id="""">‍</p><p id="""">We give you a full view of all future steps that will be taken for the invoice, this includes reminder notifications and direct debit payment collections. </p>",,,https://adfin.com/changelog/preview-the-next-workflow-steps-for-an-invoice
Void and delete invoices,void-and-delete-invoices,2024-09-23T00:00:00Z,Accountants & Bookkeepers,,"<p id="""">You can now delete any draft invoices added to Adfin that you do not wish to send. Just click on the invoice and an option to delete will appear at the bottom of the tray.</p><p id="""">‍</p><p id=""""> </p><p>‍</p><p id="""">‍</p>","<p id="""">You can now delete any draft invoices added to Adfin that you do not wish to send. Just click on the invoice and an option to delete will appear at the bottom of the tray.</p><p id="""">‍</p><p id=""""> </p>",,,https://adfin.com/changelog/void-and-delete-invoices
Void invoices hidden by default,void-invoices-hidden-by-default,2025-02-10T00:00:00Z,Accountants & Bookkeepers,,"<p id="""">Voided invoices are now hidden by default from view - to view them, use the status filter on the invoice view and select ""Void"". </p>","<p id="""">Voided invoices are now hidden by default from view - to view them, use the status filter on the invoice view and select ""Void"". </p><p>‍</p>",,,https://adfin.com/changelog/void-invoices-hidden-by-default
Xero Branding Themes: specify precisely which invoices are imported from Xero to Adfin,specify-precisely-which-invoices-are-imported-from-xero-to-adfin,2024-10-15T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6737550720f4445cc29a029c_Screenshot%202024-10-30%20at%2013.26.53.webp,"<p id="""">Set up Xero branding theme templates to select which Xero invoices are imported and sent by Adfin. You can also use branding theme templates to either send the invoice to your customer as a one-time payment request, or schedule a payment for collection by direct debit. </p><p id="""">‍</p>","<p id="""">Set up Xero branding theme templates to select which Xero invoices are imported and sent by Adfin. You can also use branding theme templates to either send the invoice to your customer as a one-time payment request, or schedule a payment for collection by direct debit. </p><p id=""""> </p><p id="""">Configure this by navigating to Settings &gt; Integrations &gt; Xero &gt; Manage Connection. Once enabled, Adfin will only import invoices that are created using an Adfin branding theme template. </p><p id=""""> </p><p id="""">Creating an invoice with a ""one-time payment"" template will route the invoice for a one-time request to be paid via card or pay by bank. Using a ""direct debit"" template schedules the invoice for collection by direct debit - if your customer hasn't yet been sent a direct debit mandate, we'll send a mandate first before scheduling payment. We automatically send reminders on unsigned mandates to help you relax!</p><p>‍</p>",,,https://adfin.com/changelog/specify-precisely-which-invoices-are-imported-from-xero-to-adfin
Your control centre to track performance and get paid faster,your-control-centre-to-track-performance-and-get-paid-faster,2026-03-18T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69ba7bb226aee4fd99c328db_Screenshot%202026-03-18%20at%2010.17.10.png,"<p>We’ve launched a brand new <strong>Overview </strong>dashboard. You can use this to understand your collections, stay on top of tasks, and take actions to get paid faster.</p><p>‍</p><p><strong>Clear insights on your payments and credit control </strong></p><p>‍</p><p>Our new charts give you a <strong>detailed view across credit control, cash flow, and revenue</strong>, including:</p><ul><li>💰 <strong>How Adfin got you paid: </strong>understand what is working and what isn't </li><li>📈 <strong>Performance and benchmarking</strong>: see how your performance on late payments is improving and compares vs similar companies</li><li>👤 <strong>Customer insights</strong>: monitor active customers and compare performance by payment method</li></ul><p>If you're keen to dive deeper into any of the data then simply click through to load up the underlying payments. </p><p>‍</p><p><strong> A smart inbox for action </strong></p><p>‍</p><p>The new inbox gives you a <strong>single view of tasks and notifications</strong>, so nothing slips through the cracks. You can:</p><ul><li>✅ <strong>View and act on tasks</strong> to get paid (e.g. reinstating a direct debit mandate) </li><li>💡 <strong>Act on recommendations</strong> to get more out of Adfin (e.g. enabling personalised reminders)</li><li>👥 <strong>Assign tasks to team members</strong> so they can take action when needed</li><li>🔔 <strong>Subscribe or unsubscribe from notifications</strong>, so you only see what’s relevant to you</li></ul><p>‍</p><p>👉 You can find the <strong>Overview </strong>dashboard in the side menu </p><p>‍</p>","<p>We’ve launched a brand new <strong>Overview </strong>dashboard. You can use this to understand your collections, stay on top of tasks, and take actions to get paid faster.</p><p>‍</p><p><strong>Clear insights on your payments and credit control </strong></p><p>‍</p><p>Our new charts give you a <strong>detailed view across credit control, cash flow, and revenue</strong>, including:</p><ul><li>💰 <strong>How Adfin got you paid: </strong>understand what is working and what isn't </li><li>📈 <strong>Performance and benchmarking</strong>: see how your performance on late payments is improving and compares vs similar companies</li><li>👤 <strong>Customer insights</strong>: monitor active customers and compare performance by payment method</li></ul><p>If you're keen to dive deeper into any of the data then simply click through to load up the underlying payments. </p><p>‍</p><p><strong> A smart inbox for action </strong></p><p>‍</p><p>The new inbox gives you a <strong>single view of tasks and notifications</strong>, so nothing slips through the cracks. You can:</p><ul><li>✅ <strong>View and act on tasks</strong> to get paid (e.g. reinstating a direct debit mandate) </li><li>💡 <strong>Act on recommendations</strong> to get more out of Adfin (e.g. enabling personalised reminders)</li><li>👥 <strong>Assign tasks to team members</strong> so they can take action when needed</li><li>🔔 <strong>Subscribe or unsubscribe from notifications</strong>, so you only see what’s relevant to you</li></ul><p>‍</p><p>👉 You can find the <strong>Overview </strong>dashboard in the side menu </p><p>‍</p>",,,https://adfin.com/changelog/your-control-centre-to-track-performance-and-get-paid-faster
📊 Our new credit control and cash management dashboard is here!,creditcontrol,2025-06-11T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/684a9ae6cdcac48b4fbcdf14_Screenshot%202025-06-12%20at%2010.16.14.png,"<p id="""">We’ve updated the accept payments dashboard to help you stay on top of your cash flow and credit control, all in one place.</p><p id="""">‍</p><h6 id="""">💼 Stay in control of payments</h6><p id="""">‍</p><p id="""">To make credit control easier, Adfin now groups your invoices and payment requests into three &nbsp;buckets:</p><ul id=""""><li id=""""><strong id="""">At risk</strong> : Payments that are either overdue, where the mandate hasn’t been signed, or the payment has failed</li><li id=""""><strong id="""">Expected</strong>: Payments that are still outstanding or scheduled</li><li id=""""><strong id="""">Confirmed</strong>: Payments that have been made but haven’t settled yet</li></ul><p id="""">You can use quick filters to switch between buckets in the credit control widget and dive into the details.</p><p id="""">‍</p><h6 id="""">💰 Keep track of your cash position</h6><p id="""">‍</p><p id="""">See a summary of your cash activity across this month and last month:</p><ul id=""""><li id="""">What’s still unpaid</li><li id="""">What’s in progress (being collected)</li><li id="""">What you’ve already been paid — including Adfin payouts <em id="""">and</em> any payments marked as paid in Adfin or your connected accounting software</li></ul><h6 id="""">🛠️ Customise it your way</h6><p id="""">‍</p><p id="""">You can tailor the dashboard to suit how you work: customise the widgets, collapse sections, and focus on what matters most.</p><p id="""">‍</p>","<p id="""">We’ve updated the accept payments dashboard to help you stay on top of your cash flow and credit control, all in one place.</p><p id="""">‍</p><h6 id="""">💼 Stay in control of payments</h6><p id="""">‍</p><p id="""">To make credit control easier, Adfin now groups your invoices and payment requests into three &nbsp;buckets:</p><ul id=""""><li id=""""><strong id="""">At risk</strong> : Payments that are either overdue, where the mandate hasn’t been signed, or the payment has failed</li><li id=""""><strong id="""">Expected</strong>: Payments that are still outstanding or scheduled</li><li id=""""><strong id="""">Confirmed</strong>: Payments that have been made but haven’t settled yet</li></ul><p id="""">You can use quick filters to switch between buckets in the credit control widget and dive into the details.</p><p id="""">‍</p><h6 id="""">💰 Keep track of your cash position</h6><p id="""">‍</p><p id="""">See a summary of your cash activity across this month and last month:</p><ul id=""""><li id="""">What’s still unpaid</li><li id="""">What’s in progress (being collected)</li><li id="""">What you’ve already been paid — including Adfin payouts <em id="""">and</em> any payments marked as paid in Adfin or your connected accounting software</li></ul><h6 id="""">🛠️ Customise it your way</h6><p id="""">‍</p><p id="""">You can tailor the dashboard to suit how you work: customise the widgets, collapse sections, and focus on what matters most.</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/creditcontrol
🛠️ Adjust column widths and save your table filters,june-useablity-updates,2025-06-11T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p id="""">You can now customise how your tables look and work — here's what's new:</p><ul id=""""><li id=""""><strong id="""">Resize columns</strong><br>Want more space where it matters? Just grab a column divider and drag to adjust the width — all rows are now fully resizable.</li><li id=""""><strong id="""">Save filter views</strong><br>After applying filters to a table, click the small <strong id="""">cog icon</strong> on the right. You can save your current filter setup, give it a name, and use it again anytime.</li></ul><p id="""">Perfect for when you want to quickly switch between views or keep things just how you like them.</p><p id="""">‍</p>","<p id="""">You can now customise how your tables look and work — here's what's new:</p><ul id=""""><li id=""""><strong id="""">Resize columns</strong><br>Want more space where it matters? Just grab a column divider and drag to adjust the width - all rows are now fully resizable.</li><li id=""""><strong id="""">Save filter views</strong><br>After applying filters to a table, click the small <strong id="""">cog icon</strong> on the right. You can save your current filter setup, give it a name, and use it again anytime.</li></ul><p id="""">Perfect for when you want to quickly switch between views or keep things just how you like them.</p><p id="""">‍</p>",,,https://adfin.com/changelog/june-useablity-updates
Take card payments over the phone,take-card-payments-over-the-phone,2026-05-11T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69fcb883168c7fb271f8eba4_Screenshot%202026-05-07%20at%2017.03.52.png,"<p><strong>📞 </strong>You can now take card payments from clients <strong>over the phone, </strong>so you can get paid immediately while speaking with them.</p><p>‍</p><p>When you process a phone payment with Adfin, the payment is automatically linked to the correct invoice, <strong>making reconciliation simple and removing the hassle of standalone card machines </strong>✨</p><p>‍</p><p>Don’t have the invoice in Adfin yet? No problem. You can quickly create a payment request by entering an amount and reference, then <strong>sync it to your accounting software for easy allocation </strong>later on.</p><p>‍</p><p>Simply ask your client to read out their card details and enter them into the secure card capture form in the Adfin console. It’s quick, easy, and secure 🔒</p><p>‍</p><p>You'll still be able to harness the full power of Adfin as payments over the phone support surcharging and partial payments too. </p><p>‍</p><p>👉 Find it in <strong>Settings → Upgrade features → Payments over the phone</strong>.</p><p>‍</p><p>This feature requires us to do a review of your account before we enable it. If you don’t see it yet, please contact support.</p><p>‍</p>","<p><strong>📞 </strong>You can now take card payments from clients <strong>over the phone, </strong>so you can get paid immediately while speaking with them.</p><p>‍</p><p>When you process a phone payment with Adfin, the payment is automatically linked to the correct invoice, <strong>making reconciliation simple and removing the hassle of standalone card machines </strong>✨</p><p>‍</p><p>Don’t have the invoice in Adfin yet? No problem. You can quickly create a payment request by entering an amount and reference, then <strong>sync it to your accounting software for easy allocation </strong>later on.</p><p>‍</p><p>Simply ask your client to read out their card details and enter them into the secure card capture form in the Adfin console. It’s quick, easy, and secure 🔒</p><p>‍</p><p>You'll still be able to harness the full power of Adfin as payments over the phone support surcharging and partial payments too. </p><p>‍</p><p>👉 Find it in <strong>Settings → Upgrade features → Payments over the phone</strong>.</p><p>‍</p><p>This feature requires us to do a review of your account before we enable it. If you don’t see it yet, please contact support.</p><p>‍</p><p>‍</p>",,,https://adfin.com/changelog/take-card-payments-over-the-phone
