Changelog Title,Slug,Release Date,Audiences,Main Image,Excerpt,Description,Meta Title,Meta Description,_source_url
Adfin Autopilot for smarter credit control,adfin-autopilot-for-smarter-credit-control,2025-10-08T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e55a41f3657e538ad8740f_Screenshot%202025-10-07%20at%2019.21.44.png,"<p id="""">Say hello to smarter, hands-off credit control 🚀</p><p id="""">‍</p><p id=""""><strong id="""">🤖 </strong>Autopilot is an end-to-end agentic AI chasing tool. Autopilot can take your existing chasing message templates, adapt them to the relevant context, and send them: automatically.</p><p id="""">‍</p><p id="""">Adfin now supports connecting to your own email domain, so chasers can come from your email address. More personal chasing = faster payment 📧&nbsp;</p><p id="""">‍</p>","<p id="""">Say hello to smarter, hands-off credit control 🚀</p><p id="""">‍</p><p id=""""><strong id="""">🤖 </strong>Autopilot is an end-to-end agentic AI chasing tool. Autopilot can take your existing chasing message templates, adapt them to the relevant context, and send them: automatically.</p><p id="""">‍</p><p id="""">Adfin now supports connecting to your own email domain, so chasers can come from your email address. More personal chasing = faster payment 📧&nbsp;</p><p id="""">‍</p>",,,https://adfin.com/changelog/adfin-autopilot-for-smarter-credit-control
An upgraded look for your direct debit mandate page,an-upgraded-look-for-your-direct-debit-mandate-page,2025-09-23T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e54fbee35ed39476e235da_Screenshot%202025-10-07%20at%2018.36.54.png,"<p id="""">We’ve refreshed the direct debit page to put your brand front and centre 🎨. It’s cleaner, more modern, and easier for your clients to complete their mandates 💪</p><p id="""">‍</p><p id="""">Better experiences for them, smoother payments for you 💷</p><p id="""">‍</p>","<p id="""">We’ve refreshed the direct debit page to put your brand front and centre 🎨. It’s cleaner, more modern, and easier for your clients to complete their mandates 💪</p><p id="""">‍</p><p id="""">Better experiences for them, smoother payments for you 💷</p><p id="""">‍</p>",,,https://adfin.com/changelog/an-upgraded-look-for-your-direct-debit-mandate-page
Customise your layouts and save views,customise-your-layouts-and-save-views,2025-09-15T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e5536a78839a730c77c3be_Screenshot%202025-10-07%20at%2018.52.34.png,"<p id="""">Make Adfin work your way 🙌</p><p>‍</p><p id="""">You can now add, remove, and reorder columns, and filter your data more flexibly than ever ✨</p><p>‍</p><p id="""">You can also save sets of filters as views, making it easy for your team to manage activity in Adfin. </p><p>‍</p>","<p id="""">Make Adfin work your way 🙌</p><p>‍</p><p id="""">You can now add, remove, and reorder columns, and filter your data more flexibly than ever ✨</p><p>‍</p><p id="""">You can also save sets of filters as views, making it easy for your team to manage activity in Adfin. </p><p>‍</p>",,,https://adfin.com/changelog/customise-your-layouts-and-save-views
Enhanced direct debit statuses,enhanced-direct-debit-statuses,2024-11-18T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/673b2d8ed3d981cc4a668760_Screenshot%202024-11-18%20at%2012.05.27.png,"<p id="""">We’ve updated direct debit statuses to give you a clearer view of each step and when the last status change took place. </p><p>‍</p><p id="""">‍</p>","<p id="""">We’ve updated direct debit statuses to give you a clearer view of each step. The new statuses are:</p><ul id=""""><li id=""""><strong id="""">No mandate</strong>: A mandate has not yet been sent to the customer, or the previous mandate was cancelled.</li><li id=""""><strong id="""">Awaiting signature</strong>: A mandate has been sent but is pending the customer’s signature.</li><li id=""""><strong id="""">Signed</strong>: The customer has signed the mandate with valid bank details, and we’re awaiting bank confirmation before we can submit a payment (usually 3 days).</li><li id=""""><strong id="""">Active</strong>: The mandate is confirmed and ready to collect payments.</li></ul><p id="""">For a quick overview of specific actions, hover over a status. For example, hovering over “Awaiting signature” will show the date you sent the mandate to the customer.</p><p>‍</p>",,,https://adfin.com/changelog/enhanced-direct-debit-statuses
View and select your default workflow,view-and-select-your-default-workflow,2024-12-04T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6751ffe3b43a4bffd288f003_Screenshot%202024-12-05%20at%2019.32.43.png,<p>Workflows are now configurable in Adfin! Head to settings to select your default set of reminders for invoices. </p>,"<p id="""">Workflows in Adfin enable you to configure different sequences of reminders, requests and activities for invoices and direct debit mandates. </p><p>‍</p><p id=""""> </p><p id="""">Head to settings &gt; workflows to view and select which reminder workflow you would like to use for one-time payment invoices. Currently you can select from four different options. In the coming weeks you will be able to configure your own custom workflows, and set preferences by customer. </p><p id=""""> </p><p>‍</p><p id="""">You can also view the sequence of activities related to direct debit mandate requests and scheduled invoices - this is currently a fixed sequence but we will be enabling you to customise this too very soon! </p><p>‍</p>",,,https://adfin.com/changelog/view-and-select-your-default-workflow
A better way to manage your recurring invoices and payments,a-better-way-to-manage-your-recurring-invoices-and-payments,2026-03-17T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69baec1505b74adcb2fac080_Screenshot%202026-03-18%20at%2018.14.11.png,"<p>We’ve introduced a new <strong>Schedules dashboard</strong>, giving you a single place to view, manage, and edit your recurring invoices and payments.</p><p>‍</p><p>You can easily organise your schedules by <strong>customer, status, or type</strong>, and quickly see key details like the <strong>next charge date</strong> and <strong>end date</strong>.</p><p>‍</p><p>Like all Adfin dashboards, you can:</p><ul><li>🔍 Apply filters and sorting</li><li>💾 Save custom views for quick access</li></ul><p>Managing schedules is now simpler too — just select a schedule from the dashboard and follow the steps to make changes.</p><p>‍</p><p>👉 You can find the <strong>Schedules </strong>dashboard in the side menu.</p><p>‍</p>","<p>We’ve introduced a new <strong>Schedules dashboard</strong>, giving you a single place to view, manage, and edit your recurring invoices and payments.</p><p>‍</p><p>You can easily organise your schedules by <strong>customer, status, or type</strong>, and quickly see key details like the <strong>next charge date</strong> and <strong>end date</strong>.</p><p>‍</p><p>Like all Adfin dashboards, you can:</p><ul><li>🔍 Apply filters and sorting</li><li>💾 Save custom views for quick access</li></ul><p>Managing schedules is now simpler too — just select a schedule from the dashboard and follow the steps to make changes.</p><p>‍</p><p>👉 You can find the <strong>Schedules </strong>dashboard in the side menu.</p><p>‍</p>",,,https://adfin.com/changelog/a-better-way-to-manage-your-recurring-invoices-and-payments
A fresh new look for Adfin,a-fresh-new-look-for-adfin,2025-08-26T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e54f1868e70569ab782e9b_Screenshot%202025-10-07%20at%2018.33.55.png,"<p id="""">Over the summer ☀️ we’ve been busy giving the Adfin console a makeover. It’s now cleaner, sharper, and easier on the eyes 👀</p><p id="""">‍</p><p id="""">We’ve built everything using our brand-new design system, so it feels smoother and more consistent across the board 💫</p><p>‍</p><p id="""">We hope you love the new look as much as we do! <strong id="""">🎨 </strong></p>","<p id="""">Over the summer ☀️ we’ve been busy giving the Adfin console a makeover. It’s now cleaner, sharper, and easier on the eyes 👀</p><p id="""">‍</p><p id="""">We’ve built everything using our brand-new design system, so it feels smoother and more consistent across the board 💫</p><p id="""">‍</p><p id="""">We hope you love the new look as much as we do! <strong id="""">🎨 </strong></p><p>‍</p>",,,https://adfin.com/changelog/a-fresh-new-look-for-adfin
Accept bank transfer with automated credit control and reconciliation,bank-transfer-with-automated-credit-control-and-reconciliation,2025-10-07T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e620eb875007ba88c843f6_Screenshot%202025-10-08%20at%2009.28.59.png,"<p id="""">‍</p><p id="""">You can now<strong id=""""> </strong>accept bank transfers and let Adfin do the hard work for you 💪<br>‍<br>When your client makes a payment, Adfin automatically detects it and updates your records, so chasing stops the moment the money lands 💷<br>‍</p><p id="""">We’ll show your client intermediary bank details right on the payment page, making it simple for them and effortless for you ✨<br><br>👉 Please message us if you would like to be part of the early access group for this feature!</p><p id="""">‍</p>","<p id="""">‍</p><p id="""">You can now accept bank transfers<strong id=""""> </strong>and let Adfin do the hard work for you 💪<br>‍<br>When your client makes a payment, Adfin automatically detects it and updates your records, so chasing stops the moment the money lands 💷<br>‍</p><p id="""">We’ll show your client intermediary bank details right on the payment page, making it simple for them and effortless for you ✨<br><br>👉 Please message us if you would like to be part of the early access group for this feature!</p><p id="""">‍</p>",,,https://adfin.com/changelog/bank-transfer-with-automated-credit-control-and-reconciliation
Add Adfin payment links to your Xero invoices,add-adfin-payment-links-to-your-xero-invoices,2026-02-03T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6982368a0aa0298e98b72750_Screenshot%202026-02-03%20at%2017.55.13.png,"<p>Adfin is now <strong>available as a payment method</strong> in Xero 🎉 Once connected, Adfin payment links are added automatically to your invoices. There’s nothing extra to set up, and nothing to maintain. Just send invoices and get paid faster.</p><p>‍</p><p>Good to know:</p><ul><li>Adfin is automatically added as a payment option on Xero invoices</li><li>No manual configuration is needed after reconnecting</li><li>This makes it even simpler for your clients to use Adfin and Xero</li></ul><p> 👉 Head to your <strong>Adfin dashboard and reconnect Adfin to Xero</strong>. After that, Adfin will appear automatically as a payment method on your Xero invoices.</p>","<p>Adfin is now <strong>available as a payment method</strong> in Xero 🎉 Once connected, Adfin payment links are added automatically to your invoices. There’s nothing extra to set up, and nothing to maintain. Just send invoices and get paid faster.</p><p>‍</p><p>Good to know:</p><ul><li>Adfin is automatically added as a payment option on Xero invoices</li><li>No manual configuration is needed after reconnecting</li><li>This makes it even simpler for your clients to use Adfin and Xero</li></ul><p> 👉 Head to your <strong>Adfin dashboard and reconnect Adfin to Xero</strong>. After that, Adfin will appear automatically as a payment method on your Xero invoices.</p>",,,https://adfin.com/changelog/add-adfin-payment-links-to-your-xero-invoices
Add multi-factor authentication to keep your account secure,add-multi-factor-authentication-to-keep-your-account-secure,2026-01-06T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p>Protect your Adfin account with multi-factor authentication (MFA), adding an extra layer of security at login 🔐</p><p>‍</p><p>When MFA is enabled, all users on your account will be prompted to set up an authentication method the next time they sign in. This helps keep your data safe, even if passwords are compromised.</p><p>‍</p>","<p>‍</p><p>Protect your Adfin account with multi-factor authentication (MFA), adding an extra layer of security at login 🔐</p><p>‍</p><p>When MFA is enabled, all users on your account will be prompted to set up an authentication method the next time they sign in. This helps keep your data safe, even if passwords are compromised.</p><p>‍</p>",,,https://adfin.com/changelog/add-multi-factor-authentication-to-keep-your-account-secure
Add your signature to Autopilot emails,add-your-signature-to-autopilot-emails,2026-01-26T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6982346d6946465d689a4035_Screenshot%202026-02-03%20at%2017.46.12.png,"<p>✍️ You can now add your own email signature to Autopilot emails. It helps your messages feel more personal and trustworthy, so customers recognise you and pay faster.</p><p>‍</p><p>Just copy and paste your full signature and we’ll keep the formatting intact — <strong>including links and images</strong>. It works across Autopilot emails, so your invoices and reminders look consistent and professional.</p><p>‍</p><p><strong>👉 </strong>Head<strong> </strong>to <strong>Autopilot settings → Connected emails</strong>, and edit the signature.&nbsp;</p><p>‍</p>","<p>✍️ You can now add your own email signature to Autopilot emails. It helps your messages feel more personal and trustworthy, so customers recognise you and pay faster.</p><p>‍</p><p>Just copy and paste your full signature and we’ll keep the formatting intact — <strong>including links and images.</strong> It works across Autopilot emails, so your invoices and reminders look consistent and professional.</p><p>‍</p><p><strong>👉 </strong>Head<strong> </strong>to <strong>Autopilot settings → Connected emails</strong>, and edit the signature.&nbsp;</p><p>‍</p>",,,https://adfin.com/changelog/add-your-signature-to-autopilot-emails
Additional Adfin user email notifications,additional-adfin-user-email-notifications,2025-01-13T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/67855553f475d2cf2cba67e2_Screenshot%202025-01-13%20at%2018.02.51.png,"<p id="""">We've updated our Adfin user notification emails to include additional alerts. </p>","<p id="""">We've updated our Adfin user notification emails to include additional alerts. Now you'll receive an email with the required corrective action when: </p><ul id=""""><li id="""">An invoice has not been sent due to an invalid email address or phone number </li><li id="""">An invoice has not been imported from Xero / QuickBooks as the email address is invalid </li><li id="""">An invoice has not been imported from Xero / QuickBooks as currency is not supported by Adfin </li><li id="""">Xero / QuickBooks has disconnected from Adfin </li></ul>",,,https://adfin.com/changelog/additional-adfin-user-email-notifications
Adfin Autopilot integrated into workflows,adfin-autopilot-integrated-into-workflows,2025-11-14T00:00:00Z,"Accountants & Bookkeepers, Business, Lawyers",https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/691621c41924812810f7b90c_Screenshot%202025-11-13%20at%2019.21.33.png,"<p id=""""><strong id="""">🤖 </strong>Autopilot is now officially available to all Adfin users!<br>‍</p><p id="""">You can now bring your own email address into Adfin, create adaptive reminder templates, and let Autopilot take care of the chasing - automatically and intelligently.</p><p id="""">‍</p><p id="""">Whether it’s a first reminder or an overdue follow-up, Autopilot tailors your template to each customer, adds personalised details along with the right payment or mandate links, and sends the message directly from your email address.</p><p id="""">‍</p><p id="""">You can send personalised reminders from the <strong id="""">Customer → Activity → Send Message</strong> action, or add them straight into your <strong id="""">On Demand workflows</strong>.</p><p id="""">‍</p><p id="""">More personal outreach = faster payments. 💸✨</p><p id="""">‍</p><p id="""">👉 Head to <a id="""" href=""https://console.adfin.com/onboarding/get-started"">Get Started</a> in your Adfin account and we'll guide you on how to enable Autopilot.</p>","<p id=""""><strong id="""">🤖 </strong>Autopilot is now officially available to all Adfin users!<br>‍</p><p id="""">You can now bring your own email address into Adfin, create adaptive reminder templates, and let Autopilot take care of the chasing - automatically and intelligently.</p><p id="""">‍</p><p id="""">Whether it’s a first reminder or an overdue follow-up, Autopilot tailors your template to each customer, adds personalised details along with the right payment or mandate links, and sends the message directly from your email address.</p><p id="""">‍</p><p id="""">You can send personalised reminders from the <strong id="""">Customer → Activity → Send Message</strong> action, or add them straight into your <strong id="""">On Demand workflows</strong>.</p><p id="""">‍</p><p id="""">More personal outreach = faster payments. 💸✨</p><p id="""">‍</p><p id="""">👉 Head to <a id="""" href=""https://console.adfin.com/onboarding/get-started"">Get Started</a> in your Adfin account and we'll guide you on how to enable Autopilot.</p>",,,https://adfin.com/changelog/adfin-autopilot-integrated-into-workflows
Adfin On Demand + to take deposits on card before requesting a direct debit mandate,adfin-on-demand-to-take-deposits-on-card-before-requesting-a-direct-debit-mandate,2025-09-30T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e5508374e279ac855ccb65_Screenshot%202025-10-07%20at%2018.40.12.png,"<p id="""">Say hello to a smoother way to get paid 💷</p><p id="""">‍</p><p id="""">On Demand + combines card and direct debit payments into one simple journey, so you spend less time chasing invoices and more time running your business 🚀</p><p id="""">‍</p><p id="""">You can collect an upfront card payment, then invite your customer to sign a direct debit payment for future payments.</p><p id="""">‍</p><p id="""">Fewer follow-ups, faster payments, happier you 🎉<br><br>👉 Head to payments settings &gt; workflows to enable On Demand +, which can be enabled on the workflow level, allowing you to control which clients it is offered to.</p><p id="""">‍</p>","<p id="""">Say hello to a smoother way to get paid 💷</p><p id="""">‍</p><p id="""">On Demand + combines card and direct debit payments into one simple journey, so you spend less time chasing invoices and more time running your business 🚀</p><p id="""">‍</p><p id="""">You can collect an upfront card payment, then invite your customer to sign a direct debit payment for future payments.</p><p id="""">‍</p><p id="""">Fewer follow-ups, faster payments, happier you 🎉</p><p>‍</p><p id="""">👉 Head to payments settings &gt; workflows to enable On Demand +, which can be enabled on the workflow level, allowing you to control which clients it is offered to.</p><p>‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/adfin-on-demand-to-take-deposits-on-card-before-requesting-a-direct-debit-mandate
Adfin is live for businesses based in Guernsey!,adfin-is-live-for-businesses-based-in-guernsey,2025-05-12T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6821c26d75f14610aa5376c8_Screenshot%202025-05-12%20at%2010.41.44.png,"<p id="""">We're pleased to share that we are currently in beta with a small number of clients in Guernsey, please contact us if you are interested in joining this! </p><p>‍</p><p>You'll be pleased to hear that this supports the full range of Adfin functionality, including direct debits, cards and pay by bank! </p>","<p id="""">We're pleased to share that we are currently in beta with a small number of clients in Guernsey, please contact us if you are interested in joining this! </p><p id="""">‍</p><p id="""">You'll be pleased to hear that this supports the full range of Adfin functionality, including direct debits, cards and pay by bank! </p><p>‍</p>",,,https://adfin.com/changelog/adfin-is-live-for-businesses-based-in-guernsey
Allow customers to make partial payments,allow-customers-to-make-partial-payments,2025-12-09T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/693961b3cdbbc73dde379683_Screenshot%202025-12-10%20at%2012.03.53.png,"<p id="""">You can now allow your customers to make <strong id="""">partial payments</strong> when paying <strong id="""">On Demand</strong>, choosing exactly how much they want to pay. 💰<br><br>You can also set a <strong id="""">minimum partial payment amount</strong> to stay in control of how small those payments can be.</p><p id="""">‍</p><p id="""">👉 Find this option in your <strong id="""">Payment Settings</strong>.</p><p id="""">‍</p>","<p id="""">You can now allow your customers to make <strong id="""">partial payments</strong> when paying <strong id="""">On Demand</strong>, choosing exactly how much they want to pay. 💰<br><br>You can also set a <strong id="""">minimum partial payment amount</strong> to stay in control of how small those payments can be.</p><p id="""">‍</p><p id="""">👉 Find this option in your <strong id="""">Payment Settings</strong>.</p>",,,https://adfin.com/changelog/allow-customers-to-make-partial-payments
Archive customers and stop invoices being imported,delete-and-archive-customers,2026-01-28T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p>You can now <strong>archive</strong> customers in Adfin, giving you more control over how your customer list stays tidy and up to date 🧹</p><p>‍</p><p>This makes it easier to manage customers at every stage. Remove customers you no longer need, or <strong>archive those with payment history</strong> while keeping all their records safe and accessible.</p><p>‍</p><p><strong>Good to know:</strong></p><ul><li>Delete customers who don’t have any paid invoices to remove them completely</li><li>Archive customers with paid invoices to <strong>stop new invoices being imported</strong></li><li>Archived customers <strong>keep all historical data </strong>and can be reactivated at any time 🔄</li><li>You can <strong>filter archived customers in the credit control dashboard</strong> to find them quickly</li></ul><p> 👉 <strong>Open a customer </strong>to view the side drawer, and choose whether to delete or archive them.</p>","<p>‍</p><p>You can now <strong>archive</strong> customers in Adfin, giving you more control over how your customer list stays tidy and up to date 🧹</p><p>‍</p><p>This makes it easier to manage customers at every stage. Remove customers you no longer need, or <strong>archive those with payment history</strong> while keeping all their records safe and accessible.</p><p>‍</p><p><strong>Good to know:</strong></p><ul><li>Delete customers who don’t have any paid invoices to remove them completely</li><li>Archive customers with paid invoices to <strong>stop new invoices being imported</strong></li><li>Archived customers <strong>keep all historical data </strong>and can be reactivated at any time 🔄</li><li>You can <strong>filter archived customers in the credit control dashboard</strong> to find them quickly</li></ul><p> 👉 <strong>Open a customer </strong>to view the side drawer, and choose whether to delete or archive them.</p><p>‍</p>",,,https://adfin.com/changelog/delete-and-archive-customers
Auto Collect + as a backup for tricky payers,auto-collect-as-a-backup-for-tricky-payers,2025-09-30T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/68e55224fe97a4f2f6eb2bc7_Screenshot%202025-10-07%20at%2018.47.08.png,"<p id="""">Some clients just won’t sign their direct debit mandate. Now you can set up Auto Collect+ as an automated backup, giving those clients the option to pay using On Demand payments instead 💳</p><p id="""">‍</p><p id="""">Choose how long after sending the invoice you’d like to offer this option, and Adfin will do the rest. We’ll automatically notify your client and add the extra payment methods to their payment page 🔁</p><p id="""">‍</p><p id="""">If you like, you can choose to offer this immediately, so your client can pay any way they like.&nbsp;</p><p id="""">‍</p><p id="""">👉 Head to payments settings &gt; workflows to enable Auto Collect +</p><p id="""">‍</p><p id="""">‍</p>","<p id="""">Some clients just won’t sign their direct debit mandate. Now you can set up Auto Collect+ as an automated backup, giving those clients the option to pay using On Demand payments instead 💳</p><p id="""">‍</p><p id="""">Choose how long after sending the invoice you’d like to offer this option, and Adfin will do the rest. We’ll automatically notify your client and add the extra payment methods to their payment page 🔁</p><p id="""">‍</p><p id="""">If you like, you can choose to offer this immediately, so your client can pay any way they like.&nbsp;</p><p id="""">‍</p><p id="""">👉 Head to payments settings &gt; workflows to enable Auto Collect +</p><p id="""">‍</p>",,,https://adfin.com/changelog/auto-collect-as-a-backup-for-tricky-payers
Automatic fall back to SMS when a WhatsApp message fails,notifications-now-automatically-fall-back-to-sms-when-a-whatsapp-message-fails,2025-03-26T00:00:00Z,Accountants & Bookkeepers,,"<p>‍</p><p id="""">Noticing that some of your WhatsApp notifications are failing because your customers aren't on WhatsApp? </p><p>‍</p><p id="""">Now Adfin will automatically send an SMS&nbsp;message instead when the WhatsApp fails! </p>","<p id="""">‍</p><p id="""">Noticing that some of your WhatsApp notifications are failing because your customers aren't on WhatsApp? </p><p id="""">‍</p><p id="""">Now Adfin will automatically send an SMS&nbsp;message instead when the WhatsApp fails! </p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/notifications-now-automatically-fall-back-to-sms-when-a-whatsapp-message-fails
Automatic invoice migration for Xero and QuickBooks,automatic-invoice-migration-for-xero-and-quickbooks,2025-08-04T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/688a509e30aeadfd77b5338f_Screenshot%202025-07-30%20at%2018.04.21.png,"<p id="""">‍</p><p id="""">Switching to Adfin just got a whole lot easier. Now, when your customer signs a direct debit mandate with Adfin, we’ll automatically update your invoices in Xero or QuickBooks to use Adfin for payment.</p><p id="""">‍</p><h6 id="""">⚙️ <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Make sure <strong id="""">invoice migration</strong> is enabled in your settings</li><li id="""">Send direct debit mandates to your clients</li><li id="""">Once a mandate is signed and active, we will:<ul id=""""><li id="""">Update the <strong id="""">branding theme</strong> in Xero or the <strong id="""">invoice terms</strong> in QuickBooks</li><li id="""">Apply this to both standard and repeating invoices</li><li id="""">Remove other payment providers from the invoice so there’s nothing you need to do</li></ul></li></ul><h6 id="""">📬 <strong id="""">After the switch</strong></h6><ul id=""""><li id="""">You’ll get an email notification when a customer has been migrated</li><li id="""">We’ll also tag the customer in your dashboard so you can easily keep track</li></ul><p id="""">‍</p><p id="""">No more manual updates. Just seamless payments through Adfin. ✅</p><p id="""">‍</p><p id="""">‍</p>","<p id="""">‍</p><p id="""">Switching to Adfin just got a whole lot easier. Now, when your customer signs a direct debit mandate with Adfin, we’ll automatically update your invoices in Xero or QuickBooks to use Adfin for payment.</p><p id="""">‍</p><h6 id="""">⚙️ <strong id="""">How it works</strong></h6><ul id=""""><li id="""">Make sure <strong id="""">invoice migration</strong> is enabled in your settings</li><li id="""">Send direct debit mandates to your clients</li><li id="""">Once a mandate is signed and active, we will:<ul id=""""><li id="""">Update the <strong id="""">branding theme</strong> in Xero or the <strong id="""">invoice terms</strong> in QuickBooks</li><li id="""">Apply this to both standard and repeating invoices</li><li id="""">Remove other payment providers from the invoice so there’s nothing you need to do</li></ul></li></ul><h6 id="""">📬 <strong id="""">After the switch</strong></h6><ul id=""""><li id="""">You’ll get an email notification when a customer has been migrated</li><li id="""">We’ll also tag the customer in your dashboard so you can easily keep track</li></ul><p id="""">‍</p><p id="""">No more manual updates. Just seamless payments through Adfin. ✅</p><p id="""">‍</p><p id="""">‍</p><p id="""">‍</p>",,,https://adfin.com/changelog/automatic-invoice-migration-for-xero-and-quickbooks
Automatically increase prices on your recurring invoices,automatically-increase-prices-on-your-recurring-invoices,2026-03-05T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69af09981db66031c8649f18_Screenshot%202026-03-09%20at%2017.55.17.png,"<p>Need to increase the price of a software subscription or apply an annual price rise to a monthly service? You can now <strong>automatically update prices on your recurring invoices</strong> without editing each one individually <strong>📈</strong></p><p>‍</p><p>Simply head to the <strong>Product Catalogue</strong> in <strong>Settings</strong>, update the price, and choose whether the change should apply to:</p><ul><li>🆕 <strong>New recurring invoices only</strong>, or<br></li><li>🔁 <strong>All existing recurring invoices<br><br></strong></li></ul><p>Any new invoices generated will <strong>automatically use the updated pricing</strong>, saving you the time and hassle of updating each invoice manually.</p><p>‍</p>","<p>Need to increase the price of a software subscription or apply an annual price rise to a monthly service? You can now <strong>automatically update prices on your recurring invoices</strong> without editing each one individually <strong>📈</strong></p><p>‍</p><p>Simply head to the <strong>Product Catalogue</strong> in <strong>Settings</strong>, update the price, and choose whether the change should apply to:</p><ul><li>🆕 <strong>New recurring invoices only</strong>, or<br></li><li>🔁 <strong>All existing recurring invoices<br><br></strong></li></ul><p>Any new invoices generated will <strong>automatically use the updated pricing</strong>, saving you the time and hassle of updating each invoice manually.</p><p>‍</p><p>‍</p>",,,https://adfin.com/changelog/automatically-increase-prices-on-your-recurring-invoices
Bulk actions: to save you time when managing invoices and customers,bulk-actions-to-save-you-time,2024-11-18T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/673b2c41a9d37bf149be195a_Screenshot%202024-11-18%20at%2011.59.33.png,"<p id="""">All actions (like voiding invoices, deleting invoices, or removing customers) can be applied in bulk.</p><p id="""">‍</p>","<p id="""">We’ve made it easier to manage your invoicing and customers in Adfin. Now actions can be applied in bulk.</p><p id="""">‍</p><p id=""""> </p><p id="""">Use the checkboxes next to each invoice or customer record, and select the action you want from the bottom tray to make updates to multiple records in one go.</p><p id="""">‍</p>",,,https://adfin.com/changelog/bulk-actions-to-save-you-time
Change an invoice between On Demand and Auto Collect,change-an-invoice-between-on-demand-and-auto-collect,2025-04-14T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/6821bd1de1474877d00cbb4a_Screenshot%202025-05-12%20at%2010.19.18.png,"<p>Now you can change an invoice that you have already sent between On Demand and Auto Collect. </p><p>‍</p><p>Click into the invoice and select the ""update"" option in the workflows section. This will give you the option to update the workflow between On Demand and Auto Collect. </p>","<p id="""">Now you can change an invoice that you have already sent between On Demand and Auto Collect. </p><p id="""">‍</p><p id="""">Click into the invoice and select the ""update"" option in the workflows section. This will give you the option to update the workflow between On Demand and Auto Collect. </p><p>‍</p><p>This is useful if your client would rather pay a larger invoice using credit card, or if they have now agree to start using direct debit. </p>",,,https://adfin.com/changelog/change-an-invoice-between-on-demand-and-auto-collect
Clearer bank transfer details for faster payments,clearer-bank-transfer-details-for-faster-payments,2026-03-24T00:00:00Z,Accountants & Bookkeepers,https://cdn.prod.website-files.com/663944fa0339e7ff8f65838d/69d798dae4f3efc57e0f5101_Screenshot%202026-04-09%20at%2015.17.21.png,"<p>When customers choose to pay by bank transfer, they’ll now see your <strong>business name as the account holder</strong>, making it clearer who they’re paying and increasing trust <strong>🏦</strong></p><p>‍</p><p>Combined with Adfin bank transfer details on your invoices, this helps ensure payments are sent correctly and without confusion.</p><p>‍</p><p>Even better, once a payment is made, we <strong>automatically match and allocate it to the right invoice</strong>, so you don’t have to reconcile anything manually ✨</p><p>‍</p>","<p>When customers choose to pay by bank transfer, they’ll now see your <strong>business name as the account holder</strong>, making it clearer who they’re paying and increasing trust <strong>🏦</strong></p><p>‍</p><p>Combined with Adfin bank transfer details on your invoices, this helps ensure payments are sent correctly and without confusion.</p><p>‍</p><p>Even better, once a payment is made, we <strong>automatically match and allocate it to the right invoice</strong>, so you don’t have to reconcile anything manually ✨</p><p>‍</p>",,,https://adfin.com/changelog/clearer-bank-transfer-details-for-faster-payments
